X.chrom	chromStart	chromEnd	gene_id	score	strand	name	exonic_length
3	148812140	148812249	ENSG00000201031.1	.	-	Y_RNA	110
3	152167061	152167173	ENSG00000201217.1	.	+	Y_RNA	113
3	153325166	153325268	ENSG00000200162.1	.	+	Y_RNA	103
3	156871337	156871429	ENSG00000201778.1	.	+	Y_RNA	93
3	164840501	164840611	ENSG00000200052.1	.	-	Y_RNA	111
3	169962570	169962669	ENSG00000200118.1	.	+	Y_RNA	100
3	171157315	171157416	ENSG00000222506.1	.	+	Y_RNA	102
3	176838479	176838588	ENSG00000201343.1	.	-	Y_RNA	110
3	178815519	178815628	ENSG00000200616.1	.	+	Y_RNA	110
3	183804579	183804691	ENSG00000207351.1	.	-	Y_RNA	113
3	191358924	191359026	ENSG00000201860.1	.	+	Y_RNA	103
3	191359118	191359213	ENSG00000200270.1	.	-	Y_RNA	96
3	193341978	193342090	ENSG00000207370.1	.	+	Y_RNA	113
3	195140165	195140275	ENSG00000207368.1	.	-	Y_RNA	111
3	195929220	195929324	ENSG00000222335.1	.	+	Y_RNA	105
4	1685147	1685256	ENSG00000207009.1	.	-	Y_RNA	110
4	2616851	2616951	ENSG00000206738.1	.	-	Y_RNA	101
4	5428612	5428711	ENSG00000252266.1	.	-	Y_RNA	100
4	27224941	27225049	ENSG00000222206.1	.	-	Y_RNA	109
4	37701517	37701624	ENSG00000207075.1	.	-	Y_RNA	108
4	39443285	39443384	ENSG00000238797.1	.	+	Y_RNA	100
4	39711705	39711796	ENSG00000252975.1	.	-	Y_RNA	92
4	40828672	40828782	ENSG00000207195.1	.	-	Y_RNA	111
4	41305254	41305354	ENSG00000207481.1	.	-	Y_RNA	101
4	48155451	48155552	ENSG00000202014.1	.	+	Y_RNA	102
4	53652704	53652805	ENSG00000199901.1	.	+	Y_RNA	102
4	56278803	56278905	ENSG00000239040.1	.	+	Y_RNA	103
4	56367762	56367875	ENSG00000238585.1	.	-	Y_RNA	114
4	57684384	57684480	ENSG00000251799.1	.	-	Y_RNA	97
4	60399504	60399616	ENSG00000199780.1	.	+	Y_RNA	113
4	60698893	60698994	ENSG00000201676.1	.	+	Y_RNA	102
4	62772031	62772126	ENSG00000202169.1	.	+	Y_RNA	96
4	76587305	76587397	ENSG00000201644.1	.	-	Y_RNA	93
4	79553427	79553539	ENSG00000200998.1	.	-	Y_RNA	113
4	83865891	83865998	ENSG00000199530.1	.	-	Y_RNA	108
4	84557349	84557443	ENSG00000201633.1	.	-	Y_RNA	95
4	88333380	88333498	ENSG00000251716.1	.	+	Y_RNA	119
4	88665104	88665205	ENSG00000200024.1	.	-	Y_RNA	102
4	89251328	89251430	ENSG00000207480.1	.	-	Y_RNA	103
4	99094935	99095030	ENSG00000200658.1	.	+	Y_RNA	96
4	113195228	113195309	ENSG00000222306.1	.	+	Y_RNA	82
4	113676973	113677073	ENSG00000202536.1	.	-	Y_RNA	101
4	120868286	120868387	ENSG00000200553.1	.	+	Y_RNA	102
4	122250224	122250325	ENSG00000207148.1	.	-	Y_RNA	102
4	126283974	126284084	ENSG00000201297.1	.	+	Y_RNA	111
4	127949262	127949374	ENSG00000199862.1	.	-	Y_RNA	113
4	140121549	140121667	ENSG00000207384.1	.	+	Y_RNA	119
4	141621989	141622096	ENSG00000207155.1	.	-	Y_RNA	108
4	141700193	141700295	ENSG00000222613.1	.	-	Y_RNA	103
4	144230619	144230719	ENSG00000200049.1	.	+	Y_RNA	101
4	146070689	146070801	ENSG00000238713.1	.	-	Y_RNA	113
4	146879280	146879392	ENSG00000201314.1	.	-	Y_RNA	113
4	154188061	154188162	ENSG00000201786.1	.	-	Y_RNA	102
4	157985709	157985815	ENSG00000252524.1	.	+	Y_RNA	107
4	158689165	158689265	ENSG00000200521.1	.	-	Y_RNA	101
4	159985449	159985550	ENSG00000206978.1	.	-	Y_RNA	102
4	167234087	167234186	ENSG00000206711.1	.	-	Y_RNA	100
4	186337127	186337240	ENSG00000207231.1	.	-	Y_RNA	114
4	186631027	186631121	ENSG00000207497.1	.	-	Y_RNA	95
5	144202	144312	ENSG00000199540.1	.	-	Y_RNA	111
5	2184824	2184934	ENSG00000201026.1	.	+	Y_RNA	111
5	10292153	10292260	ENSG00000252341.1	.	-	Y_RNA	108
5	10337389	10337498	ENSG00000252671.1	.	+	Y_RNA	110
5	16623113	16623204	ENSG00000201370.1	.	-	Y_RNA	92
5	17117685	17117795	ENSG00000206814.1	.	-	Y_RNA	111
5	23299264	23299371	ENSG00000206912.1	.	+	Y_RNA	108
5	23994611	23994712	ENSG00000200600.1	.	-	Y_RNA	102
5	24910703	24910804	ENSG00000199911.1	.	+	Y_RNA	102
5	31505791	31505895	ENSG00000206682.1	.	+	Y_RNA	105
5	32134844	32134940	ENSG00000200065.1	.	+	Y_RNA	97
5	41963970	41964071	ENSG00000199487.1	.	-	Y_RNA	102
5	54336675	54336773	ENSG00000207229.1	.	+	Y_RNA	99
5	56464935	56465036	ENSG00000207293.1	.	-	Y_RNA	102
5	64419196	64419301	ENSG00000207439.1	.	+	Y_RNA	106
5	72064529	72064638	ENSG00000206770.1	.	+	Y_RNA	110
5	72395900	72396009	ENSG00000200833.1	.	+	Y_RNA	110
5	77612860	77612961	ENSG00000206714.1	.	+	Y_RNA	102
5	78830676	78830777	ENSG00000207391.1	.	+	Y_RNA	102
5	96298360	96298461	ENSG00000200884.1	.	-	Y_RNA	102
5	98272342	98272451	ENSG00000200351.1	.	-	Y_RNA	110
5	99357508	99357610	ENSG00000199378.1	.	+	Y_RNA	103
5	108227138	108227247	ENSG00000207404.1	.	+	Y_RNA	110
5	122846130	122846231	ENSG00000202105.1	.	-	Y_RNA	102
5	127706792	127706905	ENSG00000207290.1	.	-	Y_RNA	114
5	131803839	131803949	ENSG00000202533.1	.	+	Y_RNA	111
5	132281034	132281146	ENSG00000202417.1	.	+	Y_RNA	113
5	132328791	132328892	ENSG00000199677.1	.	-	Y_RNA	102
5	138934485	138934586	ENSG00000207020.1	.	-	Y_RNA	102
5	139399077	139399177	ENSG00000207317.1	.	+	Y_RNA	101
5	149319593	149319694	ENSG00000200334.1	.	-	Y_RNA	102
5	149477969	149478069	ENSG00000199409.1	.	+	Y_RNA	101
5	159435452	159435553	ENSG00000199398.1	.	+	Y_RNA	102
5	168218503	168218615	ENSG00000202345.1	.	+	Y_RNA	113
5	172206985	172207097	ENSG00000206741.1	.	-	Y_RNA	113
5	172479455	172479558	ENSG00000207210.1	.	-	Y_RNA	104
5	172681193	172681293	ENSG00000201277.1	.	-	Y_RNA	101
5	175983705	175983806	ENSG00000207420.1	.	+	Y_RNA	102
5	179274035	179274130	ENSG00000252202.1	.	-	Y_RNA	96
5	180336838	180336927	ENSG00000222852.1	.	+	Y_RNA	90
6	7187815	7187919	ENSG00000201483.1	.	-	Y_RNA	105
6	10674891	10675001	ENSG00000201048.1	.	-	Y_RNA	111
6	16232462	16232561	ENSG00000207193.1	.	-	Y_RNA	100
6	17737689	17737790	ENSG00000201442.1	.	-	Y_RNA	102
6	18273396	18273497	ENSG00000199715.1	.	-	Y_RNA	102
6	20500406	20500507	ENSG00000201683.1	.	+	Y_RNA	102
6	25287660	25287761	ENSG00000207286.1	.	-	Y_RNA	102
6	29718148	29718249	ENSG00000199290.1	.	+	Y_RNA	102
6	30704081	30704191	ENSG00000201988.2	.	-	Y_RNA	111
6	30900395	30900486	ENSG00000252761.1	.	-	Y_RNA	92
6	31369929	31370027	ENSG00000199332.1	.	-	Y_RNA	99
6	31464466	31464567	ENSG00000201680.1	.	-	Y_RNA	102
6	31631065	31631178	ENSG00000201207.1	.	+	Y_RNA	114
6	31746594	31746682	ENSG00000201555.1	.	-	Y_RNA	89
6	34789222	34789319	ENSG00000206717.1	.	+	Y_RNA	98
6	36640615	36640721	ENSG00000251864.1	.	+	Y_RNA	107
6	38533726	38533831	ENSG00000199938.1	.	+	Y_RNA	106
6	41885154	41885264	ENSG00000207371.1	.	-	Y_RNA	111
6	47456803	47456906	ENSG00000199762.1	.	+	Y_RNA	104
6	52843956	52844053	ENSG00000252106.1	.	-	Y_RNA	98
6	68335249	68335357	ENSG00000206672.1	.	+	Y_RNA	109
6	76638230	76638342	ENSG00000200040.1	.	+	Y_RNA	113
6	80011680	80011783	ENSG00000201464.1	.	-	Y_RNA	104
6	86487357	86487473	ENSG00000200427.1	.	-	Y_RNA	117
6	88535891	88536003	ENSG00000207131.1	.	-	Y_RNA	113
6	90551048	90551143	ENSG00000199630.1	.	+	Y_RNA	96
6	90608002	90608111	ENSG00000252891.1	.	-	Y_RNA	110
6	100090113	100090223	ENSG00000199303.1	.	-	Y_RNA	111
6	106868581	106868682	ENSG00000207499.1	.	+	Y_RNA	102
6	106902703	106902804	ENSG00000200314.1	.	+	Y_RNA	102
6	108382022	108382134	ENSG00000238490.1	.	+	Y_RNA	113
6	109626697	109626798	ENSG00000201023.1	.	+	Y_RNA	102
6	119379045	119379139	ENSG00000222649.1	.	+	Y_RNA	95
6	121699943	121700044	ENSG00000207403.1	.	-	Y_RNA	102
6	128905535	128905636	ENSG00000206982.1	.	+	Y_RNA	102
6	129082862	129082953	ENSG00000202200.1	.	-	Y_RNA	92
6	130895141	130895257	ENSG00000202438.1	.	-	Y_RNA	117
6	134604230	134604331	ENSG00000201309.1	.	+	Y_RNA	102
6	135795642	135795747	ENSG00000201012.1	.	-	Y_RNA	106
6	137255903	137256004	ENSG00000207247.1	.	+	Y_RNA	102
6	138105511	138105623	ENSG00000207300.1	.	+	Y_RNA	113
6	149952573	149952685	ENSG00000207292.1	.	+	Y_RNA	113
6	151699135	151699234	ENSG00000252615.1	.	-	Y_RNA	100
7	4850819	4850920	ENSG00000206895.1	.	-	Y_RNA	102
7	6043914	6044016	ENSG00000201990.1	.	-	Y_RNA	103
7	6214842	6214935	ENSG00000238534.1	.	-	Y_RNA	94
7	6252269	6252371	ENSG00000202273.1	.	-	Y_RNA	103
7	7142204	7142312	ENSG00000201218.1	.	-	Y_RNA	109
7	10941605	10941701	ENSG00000201774.1	.	+	Y_RNA	97
7	14050294	14050388	ENSG00000252374.1	.	-	Y_RNA	95
7	23531411	23531512	ENSG00000200847.1	.	-	Y_RNA	102
7	36377276	36377387	ENSG00000201432.1	.	-	Y_RNA	112
7	37474718	37474819	ENSG00000201566.1	.	+	Y_RNA	102
7	40167720	40167831	ENSG00000199273.1	.	-	Y_RNA	112
7	43136331	43136443	ENSG00000201933.1	.	+	Y_RNA	113
7	66762640	66762741	ENSG00000201565.1	.	-	Y_RNA	102
7	68972496	68972608	ENSG00000200857.1	.	-	Y_RNA	113
7	72453891	72453991	ENSG00000201862.1	.	-	Y_RNA	101
7	72481665	72481766	ENSG00000201282.1	.	+	Y_RNA	102
7	72509641	72509742	ENSG00000199913.1	.	+	Y_RNA	102
7	72818118	72818219	ENSG00000202035.1	.	-	Y_RNA	102
7	74311936	74312037	ENSG00000239069.1	.	+	Y_RNA	102
7	74712847	74712948	ENSG00000202021.1	.	-	Y_RNA	102
7	74927121	74927222	ENSG00000199641.1	.	-	Y_RNA	102
7	74955146	74955247	ENSG00000202178.1	.	-	Y_RNA	102
7	74983126	74983227	ENSG00000199870.1	.	-	Y_RNA	102
7	75010915	75011015	ENSG00000201138.1	.	+	Y_RNA	101
7	75142349	75142450	ENSG00000200874.1	.	-	Y_RNA	102
7	76152922	76153023	ENSG00000238560.1	.	+	Y_RNA	102
7	76642900	76643001	ENSG00000201885.1	.	+	Y_RNA	102
7	76670964	76671065	ENSG00000201959.1	.	+	Y_RNA	102
7	77525197	77525309	ENSG00000222432.1	.	+	Y_RNA	113
7	86847927	86848028	ENSG00000200397.1	.	-	Y_RNA	102
7	89881237	89881334	ENSG00000207488.1	.	+	Y_RNA	98
7	91831557	91831648	ENSG00000200769.1	.	-	Y_RNA	92
7	99534233	99534334	ENSG00000199711.1	.	+	Y_RNA	102
7	99928400	99928500	ENSG00000201913.1	.	-	Y_RNA	101
7	101977281	101977382	ENSG00000200552.1	.	+	Y_RNA	102
7	103073908	103074008	ENSG00000251852.1	.	-	Y_RNA	101
7	103075441	103075539	ENSG00000252047.1	.	-	Y_RNA	99
7	114847948	114848050	ENSG00000199764.1	.	-	Y_RNA	103
7	115473327	115473427	ENSG00000199224.1	.	-	Y_RNA	101
7	116549931	116550018	ENSG00000252115.1	.	-	Y_RNA	88
7	128804690	128804802	ENSG00000200629.1	.	+	Y_RNA	113
7	129594533	129594634	ENSG00000199516.1	.	+	Y_RNA	102
7	129601829	129601916	ENSG00000207184.1	.	-	Y_RNA	88
7	135814728	135814829	ENSG00000206705.1	.	-	Y_RNA	102
7	137859791	137859882	ENSG00000252820.1	.	+	Y_RNA	92
7	138100225	138100319	ENSG00000202072.1	.	+	Y_RNA	95
7	139794497	139794592	ENSG00000251728.1	.	-	Y_RNA	96
7	140309647	140309755	ENSG00000201354.1	.	+	Y_RNA	109
7	151613412	151613503	ENSG00000222941.1	.	+	Y_RNA	92
7	152099865	152099978	ENSG00000253088.1	.	+	Y_RNA	114
7	155978816	155978917	ENSG00000207061.1	.	-	Y_RNA	102
8	13017687	13017788	ENSG00000200630.1	.	+	Y_RNA	102
8	14190064	14190172	ENSG00000206950.1	.	+	Y_RNA	109
8	38601538	38601649	ENSG00000207258.1	.	+	Y_RNA	112
8	41660867	41660968	ENSG00000207101.1	.	+	Y_RNA	102
8	42804531	42804638	ENSG00000202514.1	.	-	Y_RNA	108
8	48717640	48717740	ENSG00000207450.1	.	-	Y_RNA	101
8	66504966	66505055	ENSG00000200714.1	.	+	Y_RNA	90
8	67565704	67565811	ENSG00000201365.1	.	+	Y_RNA	108
8	69135553	69135637	ENSG00000252210.1	.	-	Y_RNA	85
8	71269582	71269683	ENSG00000207036.1	.	+	Y_RNA	102
8	71693149	71693243	ENSG00000223220.1	.	-	Y_RNA	95
8	74892019	74892112	ENSG00000202220.1	.	-	Y_RNA	94
8	75288922	75289028	ENSG00000207417.1	.	+	Y_RNA	107
8	81396796	81397854	ENSG00000251867.2	.	-	Y_RNA	1059
8	95725943	95726040	ENSG00000199701.1	.	-	Y_RNA	98
8	97321449	97321550	ENSG00000199732.1	.	-	Y_RNA	102
8	98784541	98784653	ENSG00000202399.1	.	+	Y_RNA	113
8	100540054	100540155	ENSG00000206699.1	.	+	Y_RNA	102
8	101171096	101171203	ENSG00000202310.1	.	+	Y_RNA	108
8	101197366	101197467	ENSG00000199667.1	.	+	Y_RNA	102
8	101767329	101767423	ENSG00000202001.1	.	-	Y_RNA	95
8	101975163	101975271	ENSG00000252736.1	.	-	Y_RNA	109
8	103962695	103962792	ENSG00000201216.1	.	-	Y_RNA	98
8	106941354	106941466	ENSG00000201627.1	.	-	Y_RNA	113
8	114963115	114963227	ENSG00000206719.1	.	+	Y_RNA	113
9	12885320	12885416	ENSG00000222658.1	.	+	Y_RNA	97
9	19089591	19089686	ENSG00000201118.1	.	+	Y_RNA	96
9	21160234	21160335	ENSG00000199635.1	.	-	Y_RNA	102
9	32820249	32820356	ENSG00000272113.1	.	+	Y_RNA	108
9	33352786	33352872	ENSG00000200544.1	.	-	Y_RNA	87
9	33830976	33831076	ENSG00000200834.1	.	+	Y_RNA	101
9	34194810	34194905	ENSG00000200141.1	.	-	Y_RNA	96
9	34389941	34390049	ENSG00000207032.1	.	-	Y_RNA	109
9	37160134	37160234	ENSG00000200502.1	.	+	Y_RNA	101
9	37322256	37322368	ENSG00000206784.1	.	+	Y_RNA	113
9	44850221	44850332	ENSG00000238933.1	.	+	Y_RNA	112
9	45019792	45019903	ENSG00000238749.1	.	-	Y_RNA	112
9	45755239	45755350	ENSG00000238930.1	.	-	Y_RNA	112
9	46141564	46141675	ENSG00000238413.1	.	-	Y_RNA	112
9	46362605	46362716	ENSG00000239090.1	.	+	Y_RNA	112
9	67764522	67764633	ENSG00000199432.1	.	+	Y_RNA	112
9	72926523	72926617	ENSG00000239180.1	.	-	Y_RNA	95
9	74517371	74517466	ENSG00000200922.1	.	-	Y_RNA	96
9	77796436	77796537	ENSG00000200041.1	.	-	Y_RNA	102
9	86607847	86607948	ENSG00000202523.1	.	+	Y_RNA	102
9	96180137	96180248	ENSG00000201074.1	.	+	Y_RNA	112
9	98865361	98865456	ENSG00000201938.1	.	-	Y_RNA	96
9	100677972	100678078	ENSG00000201830.1	.	+	Y_RNA	107
9	111804666	111804767	ENSG00000199331.1	.	-	Y_RNA	102
9	112086965	112087076	ENSG00000207329.1	.	+	Y_RNA	112
9	113696686	113696787	ENSG00000207401.1	.	+	Y_RNA	102
9	114931566	114931677	ENSG00000200261.1	.	+	Y_RNA	112
9	117377735	117377848	ENSG00000201749.1	.	-	Y_RNA	114
9	125708267	125708373	ENSG00000222351.1	.	-	Y_RNA	107
9	130233154	130233266	ENSG00000200788.1	.	+	Y_RNA	113
9	130594914	130595022	ENSG00000222421.1	.	-	Y_RNA	109
9	130596230	130596321	ENSG00000222296.1	.	-	Y_RNA	92
9	132883085	132883191	ENSG00000223188.1	.	+	Y_RNA	107
9	136177953	136178046	ENSG00000201843.1	.	+	Y_RNA	94
9	136204565	136204661	ENSG00000201451.1	.	-	Y_RNA	97
10	6287694	6287794	ENSG00000238366.1	.	-	Y_RNA	101
10	10274574	10274675	ENSG00000200849.1	.	+	Y_RNA	102
10	13553206	13553313	ENSG00000202508.1	.	-	Y_RNA	108
10	17445507	17445619	ENSG00000251803.1	.	+	Y_RNA	113
10	21770645	21770746	ENSG00000199222.1	.	+	Y_RNA	102
10	32044970	32045064	ENSG00000222412.1	.	-	Y_RNA	95
10	32345674	32345767	ENSG00000206660.1	.	+	Y_RNA	94
10	34490908	34491002	ENSG00000199200.1	.	-	Y_RNA	95
10	36914943	36915066	ENSG00000207271.1	.	-	Y_RNA	124
10	37591928	37592037	ENSG00000252621.1	.	-	Y_RNA	110
10	38283791	38283903	ENSG00000206840.1	.	+	Y_RNA	113
10	54612367	54612463	ENSG00000201196.1	.	+	Y_RNA	97
10	61841499	61841612	ENSG00000202190.1	.	+	Y_RNA	114
10	70262909	70263016	ENSG00000207438.1	.	+	Y_RNA	108
10	70495477	70495580	ENSG00000195401.2	.	-	Y_RNA	104
10	73980510	73980610	ENSG00000200170.1	.	+	Y_RNA	101
10	74413923	74414034	ENSG00000201881.1	.	-	Y_RNA	112
10	74842252	74842353	ENSG00000201047.1	.	-	Y_RNA	102
10	74951981	74952083	ENSG00000199201.1	.	-	Y_RNA	103
10	75106694	75106806	ENSG00000207473.1	.	+	Y_RNA	113
10	76311150	76311251	ENSG00000206756.1	.	+	Y_RNA	102
10	89322845	89322943	ENSG00000222192.1	.	-	Y_RNA	99
10	90345395	90345490	ENSG00000201548.1	.	-	Y_RNA	96
10	92639797	92639936	ENSG00000222305.1	.	-	Y_RNA	140
10	94031904	94032007	ENSG00000199881.1	.	-	Y_RNA	104
10	94094220	94094321	ENSG00000202297.1	.	+	Y_RNA	102
10	94470256	94470365	ENSG00000201412.1	.	-	Y_RNA	110
10	99180952	99181064	ENSG00000200737.1	.	-	Y_RNA	113
10	102158109	102158203	ENSG00000212325.1	.	-	Y_RNA	95
10	102666931	102667037	ENSG00000222072.1	.	-	Y_RNA	107
10	103712362	103712461	ENSG00000222430.1	.	-	Y_RNA	100
10	105432916	105433023	ENSG00000222503.1	.	+	Y_RNA	108
10	112402436	112402543	ENSG00000223302.1	.	-	Y_RNA	108
10	123606115	123606215	ENSG00000201884.1	.	+	Y_RNA	101
10	126454765	126454866	ENSG00000199466.1	.	+	Y_RNA	102
10	126503527	126503631	ENSG00000207494.1	.	-	Y_RNA	105
10	128609376	128609472	ENSG00000202487.1	.	+	Y_RNA	97
10	132303370	132303465	ENSG00000222997.1	.	+	Y_RNA	96
11	2393868	2393980	ENSG00000199550.1	.	+	Y_RNA	113
11	3685045	3685141	ENSG00000201279.1	.	-	Y_RNA	97
11	3686394	3686489	ENSG00000200201.1	.	-	Y_RNA	96
11	8898964	8899065	ENSG00000202276.1	.	-	Y_RNA	102
11	8964927	8965014	ENSG00000223080.1	.	-	Y_RNA	88
11	10747450	10747551	ENSG00000206858.1	.	+	Y_RNA	102
11	13708097	13708205	ENSG00000200685.1	.	-	Y_RNA	109
11	24477457	24477556	ENSG00000207252.1	.	+	Y_RNA	100
11	33025796	33025891	ENSG00000200615.1	.	-	Y_RNA	96
11	33192927	33193036	ENSG00000206808.1	.	-	Y_RNA	110
11	33218093	33218183	ENSG00000200485.1	.	-	Y_RNA	91
11	34210721	34210822	ENSG00000201867.1	.	+	Y_RNA	102
11	40373114	40373222	ENSG00000206806.1	.	+	Y_RNA	109
11	43352811	43352906	ENSG00000252652.1	.	+	Y_RNA	96
11	47636450	47636546	ENSG00000223187.1	.	-	Y_RNA	97
11	47748446	47748544	ENSG00000200090.1	.	-	Y_RNA	99
11	47841755	47841844	ENSG00000252874.1	.	-	Y_RNA	90
11	57278032	57278117	ENSG00000251995.1	.	+	Y_RNA	86
11	64063509	64063610	ENSG00000207024.1	.	+	Y_RNA	102
11	70551272	70551374	ENSG00000207196.1	.	-	Y_RNA	103
11	72477049	72477161	ENSG00000202522.1	.	+	Y_RNA	113
11	73375560	73375642	ENSG00000252732.1	.	-	Y_RNA	83
11	75546260	75546368	ENSG00000200256.1	.	-	Y_RNA	109
11	75548589	75548690	ENSG00000199362.1	.	-	Y_RNA	102
11	76115184	76115296	ENSG00000201756.1	.	-	Y_RNA	113
11	77402695	77402796	ENSG00000206816.1	.	+	Y_RNA	102
11	87833163	87833273	ENSG00000206690.1	.	+	Y_RNA	111
11	93452769	93452881	ENSG00000199875.1	.	+	Y_RNA	113
11	93560788	93560900	ENSG00000206911.1	.	+	Y_RNA	113
11	95206436	95206538	ENSG00000201204.1	.	-	Y_RNA	103
11	107955640	107955741	ENSG00000200855.1	.	+	Y_RNA	102
11	108100230	108100331	ENSG00000206967.1	.	-	Y_RNA	102
11	118706719	118706819	ENSG00000201535.1	.	+	Y_RNA	101
11	118841208	118841305	ENSG00000222529.1	.	+	Y_RNA	98
11	128900354	128900467	ENSG00000206847.1	.	+	Y_RNA	114
12	2969115	2969199	ENSG00000222493.1	.	+	Y_RNA	85
12	6343511	6343621	ENSG00000202318.1	.	-	Y_RNA	111
12	7936999	7937107	ENSG00000201549.1	.	-	Y_RNA	109
12	7952957	7953063	ENSG00000199912.1	.	-	Y_RNA	107
12	7999884	7999978	ENSG00000222978.1	.	+	Y_RNA	95
12	8003313	8003414	ENSG00000201663.1	.	-	Y_RNA	102
12	8128855	8128956	ENSG00000206636.1	.	+	Y_RNA	102
12	8745072	8745181	ENSG00000238943.1	.	+	Y_RNA	110
12	17863868	17863980	ENSG00000206662.1	.	+	Y_RNA	113
12	27905807	27905919	ENSG00000252585.1	.	+	Y_RNA	113
12	31659237	31659338	ENSG00000201228.1	.	-	Y_RNA	102
12	32548984	32549081	ENSG00000207176.1	.	-	Y_RNA	98
12	32858337	32858440	ENSG00000201563.1	.	-	Y_RNA	104
12	34135400	34135501	ENSG00000201624.1	.	-	Y_RNA	102
12	38668250	38668351	ENSG00000253016.1	.	-	Y_RNA	102
12	42848522	42848623	ENSG00000207142.1	.	+	Y_RNA	102
12	45274651	45274752	ENSG00000201788.1	.	-	Y_RNA	102
12	49203694	49203799	ENSG00000207467.1	.	+	Y_RNA	106
12	49321722	49321816	ENSG00000201678.1	.	-	Y_RNA	95
12	49526636	49526730	ENSG00000200309.1	.	-	Y_RNA	95
12	51137351	51137467	ENSG00000200428.1	.	+	Y_RNA	117
12	51333710	51333809	ENSG00000199740.1	.	-	Y_RNA	100
12	51550651	51550760	ENSG00000200953.1	.	-	Y_RNA	110
12	54492975	54493086	ENSG00000202146.1	.	-	Y_RNA	112
12	57621757	57621880	ENSG00000202067.1	.	+	Y_RNA	124
12	60735605	60735722	ENSG00000252607.1	.	-	Y_RNA	118
12	63329481	63329582	ENSG00000252660.1	.	+	Y_RNA	102
12	71300697	71300798	ENSG00000207387.1	.	+	Y_RNA	102
12	88824219	88824327	ENSG00000199245.1	.	+	Y_RNA	109
12	92564129	92564229	ENSG00000199895.1	.	-	Y_RNA	101
12	93415382	93415488	ENSG00000207365.1	.	+	Y_RNA	107
12	93854501	93854602	ENSG00000200011.1	.	-	Y_RNA	102
12	95669546	95669648	ENSG00000202470.1	.	+	Y_RNA	103
12	96011465	96011562	ENSG00000212448.1	.	+	Y_RNA	98
12	97373306	97373407	ENSG00000202368.1	.	-	Y_RNA	102
12	100651466	100651568	ENSG00000206790.1	.	-	Y_RNA	103
12	101840603	101840710	ENSG00000206929.1	.	+	Y_RNA	108
12	102113586	102113696	ENSG00000199933.1	.	+	Y_RNA	111
12	105245602	105245696	ENSG00000222579.1	.	+	Y_RNA	95
12	108044566	108044669	ENSG00000222160.1	.	+	Y_RNA	104
12	109132260	109132380	ENSG00000200060.1	.	+	Y_RNA	121
12	112506908	112507013	ENSG00000200688.1	.	+	Y_RNA	106
12	112587164	112587276	ENSG00000200135.1	.	+	Y_RNA	113
12	113594570	113594666	ENSG00000199899.1	.	-	Y_RNA	97
12	113616228	113616324	ENSG00000201208.1	.	-	Y_RNA	97
12	115095754	115095867	ENSG00000199220.1	.	-	Y_RNA	114
12	120942374	120942462	ENSG00000222601.1	.	-	Y_RNA	89
12	123252646	123252747	ENSG00000206914.1	.	+	Y_RNA	102
12	123833546	123833647	ENSG00000207189.1	.	-	Y_RNA	102
12	128103881	128103992	ENSG00000199584.1	.	-	Y_RNA	112
12	131391383	131391494	ENSG00000206850.1	.	+	Y_RNA	112
12	133664099	133664201	ENSG00000200066.1	.	-	Y_RNA	103
12	133815041	133815135	ENSG00000238443.1	.	+	Y_RNA	95
14	21147570	21147671	ENSG00000199461.1	.	+	Y_RNA	102
14	23321825	23321937	ENSG00000212335.1	.	-	Y_RNA	113
14	23337027	23337126	ENSG00000199716.1	.	+	Y_RNA	100
14	29370442	29370553	ENSG00000207164.1	.	-	Y_RNA	112
14	31713967	31714067	ENSG00000202402.1	.	+	Y_RNA	101
14	31727814	31727915	ENSG00000199291.1	.	-	Y_RNA	102
14	35402650	35402749	ENSG00000199980.1	.	-	Y_RNA	100
14	39456485	39456587	ENSG00000199285.1	.	+	Y_RNA	103
14	50058954	50059055	ENSG00000252919.1	.	-	Y_RNA	102
14	50553700	50553801	ENSG00000251792.1	.	+	Y_RNA	102
14	50935115	50935216	ENSG00000201573.1	.	-	Y_RNA	102
14	51720651	51720741	ENSG00000201820.1	.	-	Y_RNA	91
14	56118252	56118352	ENSG00000200742.1	.	+	Y_RNA	101
14	56535161	56535245	ENSG00000212522.1	.	+	Y_RNA	85
14	58908562	58908710	ENSG00000252198.1	.	+	Y_RNA	149
14	64088478	64088589	ENSG00000206822.1	.	+	Y_RNA	112
14	64314979	64315080	ENSG00000202182.1	.	-	Y_RNA	102
14	66644245	66644353	ENSG00000200860.1	.	-	Y_RNA	109
14	67806785	67806893	ENSG00000199755.1	.	+	Y_RNA	109
14	68084019	68084132	ENSG00000201529.1	.	-	Y_RNA	114
14	69610569	69610670	ENSG00000206768.1	.	-	Y_RNA	102
14	72489124	72489233	ENSG00000200298.1	.	-	Y_RNA	110
14	73319932	73320039	ENSG00000206751.1	.	-	Y_RNA	108
14	74324764	74324868	ENSG00000223300.1	.	-	Y_RNA	105
14	74373019	74373130	ENSG00000199472.1	.	-	Y_RNA	112
14	78287373	78287485	ENSG00000199440.1	.	-	Y_RNA	113
14	89306509	89306607	ENSG00000207342.1	.	+	Y_RNA	99
14	90052006	90052105	ENSG00000252522.1	.	+	Y_RNA	100
14	90117137	90117247	ENSG00000252655.1	.	-	Y_RNA	111
14	90643566	90643674	ENSG00000201351.1	.	+	Y_RNA	109
14	93863485	93863580	ENSG00000202306.1	.	-	Y_RNA	96
